Pair Index,Match Cmd,Evasion Cmd,Equivalent
4267,"{'ephemeral_id': '486f7872-9118-4349-8630-511973cdbf72', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client1', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client1'}","{'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client1', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client1', 'ephemeral_id': 'c6dab1c1-2860-4ed8-b41c-e6b57498568e'}",False
4268,2021-02-04t22:52:26.378z,2021-02-04t22:27:15.062z,False
4269,"{'user': 'system', 'hash': ['51138beea3e2c21ec44d0932c71762a8', '5ad3c37e6f2b9db3ee8b5aeedc474645de90c66e3d95f8620c48102f1eba4124']}","{'user': 'system', 'hash': ['8aea9a37c1a3565a204d37c5e72ab791', '939903f93ff37525a6c4b5cba29cdeee6d6055c42d605e80ae787f2a76f9870e']}",False
4270,"{'md5': '51138beea3e2c21ec44d0932c71762a8', 'sha256': '5ad3c37e6f2b9db3ee8b5aeedc474645de90c66e3d95f8620c48102f1eba4124'}","{'md5': '8aea9a37c1a3565a204d37c5e72ab791', 'sha256': '939903f93ff37525a6c4b5cba29cdeee6d6055c42d605e80ae787f2a76f9870e'}",False
4271,"{'category': ['process'], 'type': ['start', 'process_start'], 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'created': '2021-02-04t22:52:27.758z', 'module': 'sysmon'}","{'code': 1, 'provider': 'microsoft-windows-sysmon', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'action': 'process create (rule: processcreate)', 'created': '2021-02-04t22:31:11.321z', 'kind': 'event'}",False
4272,"{'ip': ['192.168.56.101', '172.16.1.1', 'fe80::5efe:c0a8:3865', 'fe80::5efe:ac10:101'], 'mac': ['00:50:56:00:03:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'name': 'client1.breach.local', 'hostname': 'client1', 'architecture': 'x86', 'os': {'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4'}","{'architecture': 'x86', 'os': {'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0'}, 'name': 'client', 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.102', '172.16.1.2', 'fe80::5efe:c0a8:3866', 'fe80::5efe:ac10:102'], 'mac': ['00:50:56:00:03:02', '00:50:56:00:00:02', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client2'}",False
4273,"c:\windows\system32\rundll32.exe aepdu.dll,aepdurunupdate",c:\windows\system32\lsm.exe,False
4274,"{'pid': 1884, 'name': 'rundll32.exe', 'entity_id': '{19fc45ac-7aaa-601c-0000-0010b60a0600}', 'command_line': 'c:\\users\\username\\appdata\\local\\app\\update.exe --processstartandwait random.exe', 'working_directory': 'c:\\windows\\system32\\', 'parent': {'executable': 'c:\\windows\\system32\\services.exe', 'command_line': 'c:\\windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['c:\\windows\\system32\\services.exe'], 'entity_id': '{19fc45ac-768f-601c-0000-0010ee630000}', 'pid': 440}, 'args': ['c:\\windows\\system32\\rundll32.exe', 'aepdu.dll,aepdurunupdate'], 'hash': {'md5': '51138beea3e2c21ec44d0932c71762a8', 'sha256': '5ad3c37e6f2b9db3ee8b5aeedc474645de90c66e3d95f8620c48102f1eba4124'}, 'executable': 'c:\\users\\username\\appdata\\local\\app\\update.exe'}","{'pid': 460, 'command_line': 'c:\\users\\vki\\appdata\\local\\discord\\update.exe /createshortcut c:\\path\\to\\file.exe -l desktop', 'parent': {'args': ['wininit.exe'], 'entity_id': '{19fc45ac-74c2-601c-0000-001053580000}', 'pid': 348, 'executable': 'c:\\windows\\system32\\wininit.exe', 'command_line': 'wininit.exe', 'name': 'wininit.exe'}, 'name': 'lsm.exe', 'args': ['c:\\windows\\system32\\lsm.exe'], 'hash': {'md5': '8aea9a37c1a3565a204d37c5e72ab791', 'sha256': '939903f93ff37525a6c4b5cba29cdeee6d6055c42d605e80ae787f2a76f9870e'}, 'entity_id': '{19fc45ac-74c3-601c-0000-0010b7640000}', 'executable': 'c:\\users\\vki\\appdata\\local\\discord\\update.exe', 'working_directory': 'c:\\windows\\system32\\'}",False
4275,"{'record_id': 1373, 'task': 'process create (rule: processcreate)', 'channel': 'microsoft-windows-sysmon/operational', 'opcode': 'info', 'process': {'thread': {'id': 1716}, 'pid': 1928}, 'event_data': {'terminalsessionid': '0', 'description': 'windows host process (rundll32)', 'logonguid': '{19fc45ac-768f-601c-0000-0020e7030000}', 'originalfilename': 'rundll32.exe', 'company': 'microsoft corporation', 'product': 'microsoft® windows® operating system', 'integritylevel': 'system', 'logonid': '0x3e7', 'fileversion': '6.1.7600.16385 (win7_rtm.090713-1255)'}, 'event_id': 1, 'provider_name': 'microsoft-windows-sysmon', 'api': 'wineventlog', 'user': {'domain': 'nt authority', 'type': 'user', 'identifier': 's-1-5-18', 'name': 'system'}, 'computer_name': 'client1.breach.local', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'version': 5}","{'channel': 'microsoft-windows-sysmon/operational', 'event_id': 1, 'record_id': 1159, 'process': {'pid': 1896, 'thread': {'id': 1392}}, 'opcode': 'info', 'version': 5, 'user': {'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority', 'type': 'user'}, 'api': 'wineventlog', 'computer_name': 'client', 'provider_name': 'microsoft-windows-sysmon', 'task': 'process create (rule: processcreate)', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'event_data': {'fileversion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'logonid': '0x3e7', 'company': 'microsoft corporation', 'originalfilename': 'lsm.exe', 'integritylevel': 'system', 'description': 'local session manager service', 'terminalsessionid': '0', 'product': 'microsoft® windows® operating system', 'logonguid': '{19fc45ac-74c3-601c-0000-0020e7030000}'}}",False
4276,"{'ephemeral_id': '486f7872-9118-4349-8630-511973cdbf72', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client1', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client1'}","{'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client2', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client2', 'ephemeral_id': '805d2621-88bc-4353-a953-25544d012426'}",False
4277,2021-02-04t22:52:26.378z,2021-02-04t22:28:55.671z,False
4278,"{'user': 'system', 'hash': ['51138beea3e2c21ec44d0932c71762a8', '5ad3c37e6f2b9db3ee8b5aeedc474645de90c66e3d95f8620c48102f1eba4124']}","{'user': 'system', 'hash': ['342271f6142e7c70805b8a81e1ba5f5c', 'f9112b88fec5ef10a7aedf88dcee61956d1fcde7cb42197216e8265578713786']}",False
4279,"{'md5': '51138beea3e2c21ec44d0932c71762a8', 'sha256': '5ad3c37e6f2b9db3ee8b5aeedc474645de90c66e3d95f8620c48102f1eba4124'}","{'md5': '342271f6142e7c70805b8a81e1ba5f5c', 'sha256': 'f9112b88fec5ef10a7aedf88dcee61956d1fcde7cb42197216e8265578713786'}",False
4280,"{'category': ['process'], 'type': ['start', 'process_start'], 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'created': '2021-02-04t22:52:27.758z', 'module': 'sysmon'}","{'created': '2021-02-04t22:31:06.296z', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)'}",False
4281,"c:\windows\system32\rundll32.exe aepdu.dll,aepdurunupdate","%%systemroot%%\system32\csrss.exe objectdirectory=\windows sharedsection=1024,12288,512 windows=on subsystemtype=windows serverdll=basesrv,1 serverdll=winsrv:userserverdllinitialization,3 serverdll=winsrv:conserverdllinitialization,2 serverdll=sxssrv,4 profilecontrol=off maxrequestthreads=16",False
4282,"{'pid': 1884, 'name': 'rundll32.exe', 'entity_id': '{19fc45ac-7aaa-601c-0000-0010b60a0600}', 'command_line': 'c:\\users\\username\\appdata\\local\\app\\update.exe --processstartandwait random.exe', 'working_directory': 'c:\\windows\\system32\\', 'parent': {'executable': 'c:\\windows\\system32\\services.exe', 'command_line': 'c:\\windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['c:\\windows\\system32\\services.exe'], 'entity_id': '{19fc45ac-768f-601c-0000-0010ee630000}', 'pid': 440}, 'args': ['c:\\windows\\system32\\rundll32.exe', 'aepdu.dll,aepdurunupdate'], 'hash': {'md5': '51138beea3e2c21ec44d0932c71762a8', 'sha256': '5ad3c37e6f2b9db3ee8b5aeedc474645de90c66e3d95f8620c48102f1eba4124'}, 'executable': 'c:\\users\\username\\appdata\\local\\app\\update.exe'}","{'executable': 'c:\\users\\username\\appdata\\local\\app\\update.exe', 'working_directory': 'c:\\windows\\system32', 'name': 'csrss.exe', 'hash': {'md5': '342271f6142e7c70805b8a81e1ba5f5c', 'sha256': 'f9112b88fec5ef10a7aedf88dcee61956d1fcde7cb42197216e8265578713786'}, 'entity_id': '{19fc45ac-7527-601c-0000-0010c3570000}', 'command_line': 'c:\\users\\username\\appdata\\local\\app\\update.exe --process""start"" random.exe', 'parent': {'args': ['\\systemroot\\system32\\smss.exe', '00000001', '0000003c'], 'entity_id': '{19fc45ac-7527-601c-0000-0010bd560000}', 'pid': 340, 'executable': 'c:\\windows\\system32\\smss.exe', 'command_line': '\\systemroot\\system32\\smss.exe 00000001 0000003c ', 'name': 'smss.exe'}, 'args': ['%%systemroot%%\\system32\\csrss.exe', 'objectdirectory=\\windows', 'sharedsection=1024,12288,512', 'windows=on', 'subsystemtype=windows', 'serverdll=basesrv,1', 'serverdll=winsrv:userserverdllinitialization,3', 'serverdll=winsrv:conserverdllinitialization,2', 'serverdll=sxssrv,4', 'profilecontrol=off', 'maxrequestthreads=16'], 'pid': 356}",False
4283,"{'record_id': 1373, 'task': 'process create (rule: processcreate)', 'channel': 'microsoft-windows-sysmon/operational', 'opcode': 'info', 'process': {'thread': {'id': 1716}, 'pid': 1928}, 'event_data': {'terminalsessionid': '0', 'description': 'windows host process (rundll32)', 'logonguid': '{19fc45ac-768f-601c-0000-0020e7030000}', 'originalfilename': 'rundll32.exe', 'company': 'microsoft corporation', 'product': 'microsoft® windows® operating system', 'integritylevel': 'system', 'logonid': '0x3e7', 'fileversion': '6.1.7600.16385 (win7_rtm.090713-1255)'}, 'event_id': 1, 'provider_name': 'microsoft-windows-sysmon', 'api': 'wineventlog', 'user': {'domain': 'nt authority', 'type': 'user', 'identifier': 's-1-5-18', 'name': 'system'}, 'computer_name': 'client1.breach.local', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'version': 5}","{'api': 'wineventlog', 'version': 5, 'user': {'type': 'user', 'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority'}, 'record_id': 1265, 'task': 'process create (rule: processcreate)', 'provider_name': 'microsoft-windows-sysmon', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'event_data': {'description': 'client server runtime process', 'integritylevel': 'system', 'fileversion': '6.1.7600.16385 (win7_rtm.090713-1255)', 'originalfilename': 'csrss.exe', 'logonid': '0x3e7', 'product': 'microsoft® windows® operating system', 'logonguid': '{19fc45ac-7528-601c-0000-0020e7030000}', 'company': 'microsoft corporation', 'terminalsessionid': '1'}, 'channel': 'microsoft-windows-sysmon/operational', 'computer_name': 'client1.breach.local', 'opcode': 'info', 'process': {'pid': 1524, 'thread': {'id': 1792}}, 'event_id': 1}",False
4284,"{'ephemeral_id': '486f7872-9118-4349-8630-511973cdbf72', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client1', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client1'}","{'hostname': 'client1', 'ephemeral_id': 'c6dab1c1-2860-4ed8-b41c-e6b57498568e', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client1', 'type': 'winlogbeat', 'version': '7.10.2'}",False
4285,2021-02-05t06:36:37.430z,2021-02-04t22:27:29.312z,False
4286,"{'computer_name': 'client3.breach.local', 'opcode': 'info', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'user': {'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority', 'type': 'user'}, 'api': 'wineventlog', 'provider_name': 'microsoft-windows-sysmon', 'task': 'process create (rule: processcreate)', 'version': 5, 'record_id': 1639, 'process': {'thread': {'id': 308}, 'pid': 1904}, 'event_data': {'fileversion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'logonguid': '{19fc45ac-76e7-601c-0000-0020e7030000}', 'integritylevel': 'system', 'originalfilename': 'taskhost.exe', 'description': 'host process for windows tasks', 'product': 'microsoft® windows® operating system', 'company': 'microsoft corporation', 'logonid': '0x3e7', 'terminalsessionid': '0'}, 'channel': 'microsoft-windows-sysmon/operational', 'event_id': 1}","{'user': {'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority', 'type': 'user'}, 'provider_name': 'microsoft-windows-sysmon', 'task': 'process create (rule: processcreate)', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'api': 'wineventlog', 'event_data': {'fileversion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'integritylevel': 'system', 'description': 'host process for windows tasks', 'product': 'microsoft® windows® operating system', 'company': 'microsoft corporation', 'terminalsessionid': '0', 'originalfilename': 'taskhost.exe', 'logonid': '0x3e7', 'logonguid': '{19fc45ac-74c3-601c-0000-0020e7030000}'}, 'version': 5, 'process': {'pid': 1896, 'thread': {'id': 1392}}, 'event_id': 1, 'record_id': 1188, 'opcode': 'info', 'channel': 'microsoft-windows-sysmon/operational', 'computer_name': 'client'}",False
4287,"{'action': 'process create (rule: processcreate)', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'created': '2021-02-05t06:36:39.249z', 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon'}","{'category': ['process'], 'type': ['start', 'process_start'], 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'created': '2021-02-04t22:31:11.358z', 'module': 'sysmon'}",False
4288,"{'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client3', 'architecture': 'x86', 'name': 'client3.breach.local', 'os': {'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103']}","{'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.102', '172.16.1.2', 'fe80::5efe:c0a8:3866', 'fe80::5efe:ac10:102'], 'mac': ['00:50:56:00:03:02', '00:50:56:00:00:02', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client2', 'architecture': 'x86', 'name': 'client', 'os': {'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)'}}",False
4289,"{'ephemeral_id': '177650cc-629c-4abf-8b93-a90e2e515251', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client3', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client3'}","{'hostname': 'client2', 'ephemeral_id': '805d2621-88bc-4353-a953-25544d012426', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client2', 'type': 'winlogbeat', 'version': '7.10.2'}",False
4290,taskhost.exe system,taskhost.exe system,True
4291,"{'executable': 'c:\\windows\\system32\\net1.exe', 'command_line': 'c:\\windows\\system32\\net.exe share', 'pid': 948, 'working_directory': 'c:\\windows\\system32\\', 'parent': {'entity_id': '{19fc45ac-76e7-601c-0000-001081630000}', 'pid': 440, 'executable': 'c:\\windows\\system32\\services.exe', 'command_line': 'c:\\windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['c:\\windows\\system32\\services.exe']}, 'name': 'taskhost.exe', 'args': ['taskhost.exe', 'system'], 'hash': {'md5': '7fa8ba5a780e4757964ac9d4238302b9', 'sha256': '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701'}, 'entity_id': '{19fc45ac-e775-601c-0000-001009455000}'}","{'working_directory': 'c:\\windows\\system32\\', 'parent': {'args': ['c:\\windows\\system32\\services.exe'], 'entity_id': '{19fc45ac-74c2-601c-0000-001050630000}', 'pid': 440, 'executable': 'c:\\windows\\system32\\services.exe', 'command_line': 'c:\\windows\\system32\\services.exe', 'name': 'services.exe'}, 'name': 'taskhost.exe', 'args': ['taskhost.exe', 'system'], 'hash': {'sha256': '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701', 'md5': '7fa8ba5a780e4757964ac9d4238302b9'}, 'entity_id': '{19fc45ac-74d1-601c-0000-00109ad50200}', 'pid': 2228, 'executable': 'c:\\windows\\system32\\net1.exe', 'command_line': 'net """"loca""lg""roup administrators'}",False
4292,2021-02-05t06:36:37.430z,2021-02-04t22:29:01.750z,False
4293,"{'user': 'system', 'hash': ['7fa8ba5a780e4757964ac9d4238302b9', '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701']}","{'hash': ['6d13e1406f50c66e2a95d97f22c47560', 'be40e84a824cb201f9c54db4f860f3937630fda3423940d44fcf4ac5dff44271'], 'user': 'system'}",False
4294,"{'computer_name': 'client3.breach.local', 'opcode': 'info', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'user': {'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority', 'type': 'user'}, 'api': 'wineventlog', 'provider_name': 'microsoft-windows-sysmon', 'task': 'process create (rule: processcreate)', 'version': 5, 'record_id': 1639, 'process': {'thread': {'id': 308}, 'pid': 1904}, 'event_data': {'fileversion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'logonguid': '{19fc45ac-76e7-601c-0000-0020e7030000}', 'integritylevel': 'system', 'originalfilename': 'taskhost.exe', 'description': 'host process for windows tasks', 'product': 'microsoft® windows® operating system', 'company': 'microsoft corporation', 'logonid': '0x3e7', 'terminalsessionid': '0'}, 'channel': 'microsoft-windows-sysmon/operational', 'event_id': 1}","{'event_data': {'terminalsessionid': '1', 'description': 'windows logon application', 'company': 'microsoft corporation', 'originalfilename': 'winlogon.exe', 'fileversion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'integritylevel': 'system', 'product': 'microsoft® windows® operating system', 'logonid': '0x3e7', 'logonguid': '{19fc45ac-752e-601c-0000-0020e7030000}'}, 'process': {'pid': 1528, 'thread': {'id': 1796}}, 'provider_name': 'microsoft-windows-sysmon', 'api': 'wineventlog', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'task': 'process create (rule: processcreate)', 'record_id': 1268, 'computer_name': 'client2.breach.local', 'version': 5, 'user': {'domain': 'nt authority', 'type': 'user', 'identifier': 's-1-5-18', 'name': 'system'}, 'event_id': 1, 'opcode': 'info', 'channel': 'microsoft-windows-sysmon/operational'}",False
4295,"{'action': 'process create (rule: processcreate)', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'created': '2021-02-05t06:36:39.249z', 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon'}","{'code': 1, 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'created': '2021-02-04t22:31:11.540z', 'kind': 'event'}",False
4296,"{'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client3', 'architecture': 'x86', 'name': 'client3.breach.local', 'os': {'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103']}","{'name': 'client2.breach.local', 'architecture': 'x86', 'os': {'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.102', '172.16.1.2', 'fe80::5efe:c0a8:3866', 'fe80::5efe:ac10:102'], 'mac': ['00:50:56:00:03:02', '00:50:56:00:00:02', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client2'}",False
4297,"{'md5': '7fa8ba5a780e4757964ac9d4238302b9', 'sha256': '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701'}","{'md5': '6d13e1406f50c66e2a95d97f22c47560', 'sha256': 'be40e84a824cb201f9c54db4f860f3937630fda3423940d44fcf4ac5dff44271'}",False
4298,"{'ephemeral_id': '177650cc-629c-4abf-8b93-a90e2e515251', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client3', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client3'}","{'version': '7.10.2', 'hostname': 'client2', 'ephemeral_id': '805d2621-88bc-4353-a953-25544d012426', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client2', 'type': 'winlogbeat'}",False
4299,taskhost.exe system,winlogon.exe,False
4300,"{'executable': 'c:\\windows\\system32\\net1.exe', 'command_line': 'c:\\windows\\system32\\net.exe share', 'pid': 948, 'working_directory': 'c:\\windows\\system32\\', 'parent': {'entity_id': '{19fc45ac-76e7-601c-0000-001081630000}', 'pid': 440, 'executable': 'c:\\windows\\system32\\services.exe', 'command_line': 'c:\\windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['c:\\windows\\system32\\services.exe']}, 'name': 'taskhost.exe', 'args': ['taskhost.exe', 'system'], 'hash': {'md5': '7fa8ba5a780e4757964ac9d4238302b9', 'sha256': '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701'}, 'entity_id': '{19fc45ac-e775-601c-0000-001009455000}'}","{'hash': {'md5': '6d13e1406f50c66e2a95d97f22c47560', 'sha256': 'be40e84a824cb201f9c54db4f860f3937630fda3423940d44fcf4ac5dff44271'}, 'entity_id': '{19fc45ac-752d-601c-0000-0010155a0000}', 'pid': 384, 'executable': 'c:\\windows\\system32\\net1.exe', 'name': 'winlogon.exe', 'args': ['winlogon.exe'], 'command_line': 'net.exe ""us""er name', 'working_directory': 'c:\\windows\\system32', 'parent': {'entity_id': '{19fc45ac-752d-601c-0000-0010a4570000}', 'pid': 340, 'executable': 'c:\\windows\\system32\\smss.exe', 'command_line': '\\systemroot\\system32\\smss.exe 00000001 0000003c ', 'name': 'smss.exe', 'args': ['\\systemroot\\system32\\smss.exe', '00000001', '0000003c']}}",False
4301,2021-02-05t06:36:37.430z,2021-02-04t21:07:14.858z,False
4302,"{'user': 'system', 'hash': ['7fa8ba5a780e4757964ac9d4238302b9', '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701']}","{'user': 'system', 'hash': ['3ef0d8ab08385aab5802e773511a2e6a', '1a7ee4bc646767004372eaea9bc0a2071790e739101f7d25ecd9c95d3f29afd6']}",False
4303,"{'computer_name': 'client3.breach.local', 'opcode': 'info', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'user': {'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority', 'type': 'user'}, 'api': 'wineventlog', 'provider_name': 'microsoft-windows-sysmon', 'task': 'process create (rule: processcreate)', 'version': 5, 'record_id': 1639, 'process': {'thread': {'id': 308}, 'pid': 1904}, 'event_data': {'fileversion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'logonguid': '{19fc45ac-76e7-601c-0000-0020e7030000}', 'integritylevel': 'system', 'originalfilename': 'taskhost.exe', 'description': 'host process for windows tasks', 'product': 'microsoft® windows® operating system', 'company': 'microsoft corporation', 'logonid': '0x3e7', 'terminalsessionid': '0'}, 'channel': 'microsoft-windows-sysmon/operational', 'event_id': 1}","{'api': 'wineventlog', 'event_data': {'logonguid': '{19fc45ac-4598-601c-0000-0020e7030000}', 'product': 'microsoft® windows® operating system', 'terminalsessionid': '1', 'integritylevel': 'system', 'originalfilename': 'logonui.exe', 'company': 'microsoft corporation', 'description': 'windows logon user interface host', 'logonid': '0x3e7', 'fileversion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)'}, 'process': {'pid': 1524, 'thread': {'id': 1780}}, 'event_id': 1, 'version': 5, 'provider_name': 'microsoft-windows-sysmon', 'user': {'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority', 'type': 'user'}, 'channel': 'microsoft-windows-sysmon/operational', 'record_id': 1148, 'task': 'process create (rule: processcreate)', 'opcode': 'info', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'computer_name': 'client'}",False
4304,"{'action': 'process create (rule: processcreate)', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'created': '2021-02-05t06:36:39.249z', 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon'}","{'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'created': '2021-02-04t21:07:16.915z'}",False
4305,"{'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client3', 'architecture': 'x86', 'name': 'client3.breach.local', 'os': {'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103']}","{'architecture': 'x86', 'os': {'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0'}, 'name': 'client', 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.254', '172.16.1.1', 'fe80::5efe:c0a8:38fe', 'fe80::5efe:ac10:101'], 'mac': ['00:50:56:00:01:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client'}",False
